age,annual_income,is_salaried,investment_80c,investment_80d,home_loan_interest,education_loan_interest,donations_80g,other_deductions,standard_deduction,taxable_old,tax_old,taxable_new,tax_new,best_regime
20,684218,1,81118,13739,36465,857,1900,5554,50000,494585,0.0,647753,0.0,old
51,1043038,1,51821,7866,20741,0,1217,4826,50000,906567,97565.94,1022297,55478.33,new
69,113796,1,8636,736,332,380,286,277,50000,53149,0.0,113464,0.0,old
22,599153,1,16986,4182,33308,582,1644,387,50000,492064,0.0,565845,0.0,old
40,3451920,1,150000,9419,0,7232,15569,18178,50000,3201522,803874.86,3451920,754599.04,new
32,4482772,1,150000,34390,99064,14125,6834,36672,50000,4091687,1081606.34,4383708,1045316.9,new
56,191291,1,5084,2240,9510,413,304,0,50000,123740,0.0,181781,0.0,old
28,1369841,1,0,18368,34969,1492,3876,9263,50000,1251873,195584.38,1334872,111253.38,new
26,60646,1,4836,459,4897,120,59,265,50000,10,0.0,55749,0.0,old
51,836287,1,37356,5399,32572,1364,1647,8795,50000,699154,54424.03,803715,31586.36,new
68,4996190,1,150000,0,101853,15209,10665,30102,50000,4638361,1252168.63,4894337,1204633.14,new
38,201906,1,17170,0,15965,482,765,1287,50000,116237,0.0,185941,0.0,old
65,254775,1,26895,2020,8137,589,128,1140,50000,165866,0.0,246638,0.0,old
48,893450,0,55866,7847,74003,2504,0,3035,0,750195,65040.56,819447,33222.49,new
19,172289,1,12234,583,8604,404,0,652,50000,99812,0.0,163685,0.0,old
57,770380,1,72428,5227,63696,2145,0,7138,50000,569746,27507.17,706684,21495.14,new
69,741771,1,41490,6604,21197,637,933,2989,50000,617921,37527.57,720574,22939.7,new
59,291958,0,0,2308,28707,396,143,1548,0,258856,0.0,263251,0.0,old
45,656959,0,72896,11219,17292,2099,1348,3258,0,548847,23160.18,639667,0.0,new
64,665994,1,43919,6729,59579,615,0,2385,50000,502767,13575.54,606415,0.0,new
56,135608,1,11792,1425,228,249,431,559,50000,70924,0.0,135380,0.0,old
31,61741,0,4080,3,4580,196,51,488,0,52343,0.0,57161,0.0,old
66,544755,1,10793,6679,28576,919,840,6457,50000,440491,0.0,516179,0.0,old
65,990274,0,99595,8859,19068,2239,0,3304,0,857209,87299.47,971206,49005.42,new
52,461783,1,550,9472,28994,1219,669,4390,50000,366489,0.0,432789,0.0,old
30,503931,1,24375,3207,23775,1195,987,4291,50000,396101,0.0,480156,0.0,old
65,943616,1,2884,6712,58595,1956,0,6226,50000,817243,78986.54,885021,40042.18,new
59,213951,1,10075,2000,11724,457,336,1910,50000,137449,0.0,202227,0.0,old
57,912466,1,60638,1406,12388,2132,2504,3027,50000,780371,71317.17,900078,41608.11,new
34,93258,0,3783,1069,2312,155,267,62,0,85610,0.0,90946,0.0,old
66,142588,1,3505,2240,2844,326,606,1087,50000,81980,0.0,139744,0.0,old
24,2113168,1,144958,5712,165649,1223,5147,18931,50000,1721548,342122.98,1947519,285225.93,new
27,864820,1,29177,8048,40194,1198,269,2830,50000,733104,61485.63,824626,33761.1,new
19,129268,1,7274,1996,13230,185,0,300,50000,56283,0.0,116038,0.0,old
55,550807,1,0,11678,24038,0,1221,4354,50000,459516,0.0,526769,0.0,old
49,74453,1,6075,114,4801,184,315,492,50000,12472,0.0,69652,0.0,old
25,629969,1,44929,8193,48291,33,1438,2941,50000,474144,0.0,581678,0.0,old
23,236284,1,12478,1909,7020,453,235,1323,50000,162866,0.0,229264,0.0,old
53,338105,1,32655,5902,16175,561,318,1145,50000,231349,0.0,321930,0.0,old
29,270774,1,13044,3481,17074,415,0,1547,50000,185213,0.0,253700,0.0,old
19,180780,1,8654,4707,12494,108,390,1154,50000,103273,0.0,168286,0.0,old
30,119665,1,3266,1480,15852,0,317,457,50000,48293,0.0,103813,0.0,old
57,773093,1,35687,9787,25448,3768,2369,5622,50000,640412,42205.7,747645,25755.08,new
21,404480,0,20922,3151,39120,857,840,666,0,338924,0.0,365360,0.0,old
41,909519,1,49276,12008,34476,979,3300,5857,50000,753623,65753.58,875043,39004.47,new
46,2475030,1,63389,25167,243257,5809,8287,14263,50000,2108115,462731.88,2275030,387409.36,new
18,706277,1,38140,5636,22591,1975,1801,5118,50000,581016,29851.33,683686,0.0,new
59,267733,1,7569,1924,10882,467,758,0,50000,196133,0.0,256851,0.0,old
39,2126969,1,0,13685,42071,0,3696,3837,50000,2013680,433268.16,2084898,328088.18,new
67,1291584,0,100073,12481,36556,3944,4840,8562,0,1125128,156039.94,1255028,94645.82,new
58,1735388,1,67461,18087,111370,3564,1587,15264,50000,1468055,263033.16,1624018,184293.62,new
21,2090084,1,106828,21156,21690,2782,8240,14123,50000,1865265,386962.68,2068394,322938.93,new
48,565523,1,23329,5829,49196,576,1027,4423,50000,431143,0.0,516327,0.0,old
54,919224,1,18721,0,36113,1759,1866,7437,50000,803328,76092.22,883111,39843.54,new
24,152607,0,9808,921,2489,69,0,981,0,138339,0.0,150118,0.0,old
64,529002,1,47284,7164,27866,856,396,3649,50000,391787,0.0,501136,0.0,old
30,224591,1,12447,737,14982,115,565,1333,50000,144412,0.0,209609,0.0,old
21,207805,1,10165,2522,17346,389,131,618,50000,126634,0.0,190459,0.0,old
47,695482,1,79432,12717,65244,1553,2902,4155,50000,479479,0.0,630238,0.0,old
43,130185,1,6504,1748,4571,423,209,1283,50000,65447,0.0,125614,0.0,old
64,803660,0,45765,4652,44857,863,2301,4492,0,700730,54751.84,758803,26915.51,new
30,2167411,0,80594,25931,115594,3898,5109,17718,0,1918567,403592.9,2051817,317766.9,new
52,564469,1,3107,5200,13281,400,256,6460,50000,485765,0.0,551188,0.0,old
43,571695,1,49150,0,66039,2778,0,2485,50000,401243,0.0,505656,0.0,old
43,66610,1,8416,1302,5127,168,203,269,50000,1125,0.0,61483,0.0,old
25,261242,0,22929,4126,6347,352,434,2051,0,225003,0.0,254895,0.0,old
69,2864245,1,150000,3581,150094,2718,3567,11378,50000,2492907,582786.98,2714151,524415.11,new
32,591197,1,5216,2361,37860,2198,744,4781,50000,488037,0.0,553337,0.0,old
20,128553,1,8110,1059,2710,337,39,302,50000,65996,0.0,125843,0.0,old
67,286304,1,17745,1826,9402,770,606,2960,50000,202995,0.0,276902,0.0,old
69,101449,0,5557,1168,6563,254,430,801,0,86676,0.0,94886,0.0,old
27,309758,1,23735,1695,0,552,1807,2753,50000,229216,0.0,309758,0.0,old
45,614600,1,60941,11009,58619,509,652,1435,50000,431435,0.0,555981,0.0,old
35,225759,1,10879,1583,12416,341,329,740,50000,149471,0.0,213343,0.0,old
18,2942752,1,150000,21044,9644,5772,0,19277,50000,2687015,643348.68,2933108,592729.7,new
52,169744,1,2730,3071,10823,138,461,1644,50000,100877,0.0,158921,0.0,old
51,728751,0,45218,9383,45203,2089,1930,961,0,623967,38785.14,683548,0.0,new
50,255939,1,12247,1361,14665,717,907,2288,50000,173754,0.0,241274,0.0,old
43,147803,0,6119,512,4962,330,373,643,0,134864,0.0,142841,0.0,old
23,188032,0,15744,1086,10415,667,687,381,0,159052,0.0,177617,0.0,old
69,217215,0,0,2095,11197,431,1274,1291,0,200927,0.0,206018,0.0,old
51,356670,1,0,7522,20432,1049,219,1426,50000,276022,0.0,336238,0.0,old
32,3606999,0,142117,10560,276400,6561,9079,14459,0,3224223,810957.58,3406999,740583.69,new
43,336310,1,28211,2893,8361,857,1093,1368,50000,243527,0.0,327949,0.0,old
57,467839,1,31184,1702,40728,476,0,4259,50000,339490,0.0,427111,0.0,old
36,840195,1,46187,5461,59947,1643,1048,9758,50000,666151,47559.41,780248,29145.79,new
54,244101,0,23074,0,30583,436,0,644,0,189364,0.0,213518,0.0,old
42,70532,1,4697,648,3802,145,32,360,50000,10848,0.0,66730,0.0,old
18,588410,1,28479,9480,20890,1413,2620,1893,50000,473635,0.0,567520,0.0,old
38,258808,1,21204,2962,15363,1040,681,2817,50000,164741,0.0,243445,0.0,old
69,285277,1,19777,2361,18094,426,1338,1902,50000,191379,0.0,267183,0.0,old
30,208313,1,1801,3903,15802,322,573,1228,50000,134684,0.0,192511,0.0,old
66,809269,0,49720,9670,12418,1733,1538,4353,0,729837,60806.1,796851,30872.5,new
43,488726,1,31558,5294,30750,1055,1193,3587,50000,365289,0.0,457976,0.0,old
43,160389,1,12502,1412,5987,181,322,1215,50000,88770,0.0,154402,0.0,old
61,96514,0,7727,508,3044,292,289,486,0,84168,0.0,93470,0.0,old
23,61176,0,3793,576,5317,111,60,0,0,51319,0.0,55859,0.0,old
65,382548,1,23630,1750,13422,525,704,1967,50000,290550,0.0,369126,0.0,old
52,387978,1,22114,5325,12133,889,605,1164,50000,295748,0.0,375845,0.0,old
62,4636380,1,0,35288,243176,5330,642,29809,50000,4315311,1151377.03,4436380,1061750.56,new
52,693446,1,52485,4483,21734,1163,1311,3838,50000,558432,25153.86,671712,0.0,new
20,3735399,0,14952,50000,210971,2175,15767,8766,0,3443739,879446.57,3535399,780644.49,new
59,1579318,0,150000,6260,109400,3413,3561,4828,0,1301856,211179.07,1469918,139342.94,new
62,4342764,1,150000,17881,121003,1219,6840,14147,50000,3981674,1047282.29,4221761,994789.43,new
48,488296,0,11936,3634,35565,553,974,1102,0,434532,0.0,452731,0.0,old
69,159450,1,0,2240,6004,181,569,486,50000,99970,0.0,153446,0.0,old
24,535017,0,19671,2200,51674,455,1131,1429,0,458457,0.0,483343,0.0,old
36,236498,1,6219,0,8531,521,1,1181,50000,170045,0.0,227967,0.0,old
50,2854898,0,150000,29986,98085,5218,10987,21913,0,2538709,597077.21,2756813,537725.66,new
24,4930341,1,150000,7399,127611,9171,2607,10110,50000,4573443,1231914.22,4802730,1176051.76,new
27,728768,1,100312,11163,71542,1536,645,4744,50000,488826,0.0,657226,0.0,old
38,200133,0,0,760,6655,372,311,1340,0,190695,0.0,193478,0.0,old
21,619386,1,15696,3129,32758,2278,720,4722,50000,510083,15097.26,586628,0.0,new
30,162093,0,6421,1460,2786,766,631,1150,0,148879,0.0,159307,0.0,old
61,544963,1,24942,526,15733,711,2405,1663,50000,448983,0.0,529230,0.0,old
62,745513,1,23070,13663,26263,1539,1250,2765,50000,626963,39408.3,719250,22802.0,new
50,99220,1,5748,489,1099,264,271,897,50000,40452,0.0,98121,0.0,old
51,753120,1,87697,5933,115105,2247,1211,5943,50000,484984,0.0,638015,0.0,old
24,1889870,1,108159,36004,96900,4747,0,9017,50000,1585043,299533.42,1792970,237006.64,new
28,528807,1,7330,5920,37001,1105,958,603,50000,425890,0.0,491806,0.0,old
50,155186,1,7915,1950,15342,190,0,613,50000,79176,0.0,139844,0.0,old
51,860847,1,12947,10158,31674,786,2166,819,50000,752297,65477.78,829173,34233.99,new
19,934361,1,79768,8929,41781,2216,2950,7362,50000,741355,63201.84,892580,40828.32,new
44,774645,1,31302,4949,45595,524,412,4910,50000,636953,41486.22,729050,23821.2,new
44,3906776,1,150000,46180,161486,8409,8852,24600,50000,3457249,883661.69,3745290,846130.48,new
56,51264,0,1625,1003,1877,46,99,0,0,46614,0.0,49387,0.0,old
53,530747,1,46447,4454,21657,755,1347,1537,50000,404550,0.0,509090,0.0,old
24,269217,1,19759,2757,17095,238,374,1980,50000,177014,0.0,252122,0.0,old
35,140495,1,6792,1655,12718,283,411,1112,50000,67524,0.0,127777,0.0,old
28,372241,1,60800,5908,46805,493,630,2284,50000,205321,0.0,325436,0.0,old
55,259499,0,14288,2297,2194,262,1224,859,0,238375,0.0,257305,0.0,old
41,352542,1,26824,1521,4066,423,1406,3069,50000,265233,0.0,348476,0.0,old
20,3588583,0,150000,15880,108808,6993,10964,3984,0,3291954,832089.65,3479775,763289.8,new
40,1489146,1,84819,6763,90422,806,1895,5416,50000,1249025,194695.8,1398724,124534.59,new
24,157443,0,12626,1586,6054,300,215,382,0,136280,0.0,151389,0.0,old
64,2227267,0,136352,34751,84638,2747,4546,6051,0,1958182,415952.78,2142629,346100.25,new
21,1484512,1,70852,18926,99462,1008,355,7945,50000,1235964,190620.77,1385050,121690.4,new
50,3486096,1,150000,32867,83342,4609,2905,5987,50000,3156386,789792.43,3402754,739259.25,new
32,74137,0,8211,689,940,118,234,356,0,63589,0.0,73197,0.0,old
27,2205625,0,150000,12606,109216,648,0,10646,0,1922509,404822.81,2096409,331679.61,new
26,4716173,0,125820,48666,344672,19222,4030,12758,0,4305677,1148371.22,4516173,1086645.98,new
45,762019,1,51203,364,28318,1932,2435,1981,50000,625786,39163.49,733701,24304.9,new
46,2554651,0,142826,28556,286506,0,8572,10278,0,2164419,480298.73,2354651,412251.11,new
19,130910,0,13715,827,11067,294,72,450,0,104485,0.0,119843,0.0,old
65,834010,0,55133,8654,210,1385,606,4460,0,763562,67820.9,833800,34715.2,new
25,99701,0,2291,1257,6057,205,410,627,0,88854,0.0,93644,0.0,old
47,160809,1,9769,1816,196,306,464,2250,50000,96008,0.0,160613,0.0,old
63,825368,0,35315,12097,75031,608,1200,3103,0,698014,54186.91,750337,26035.05,new
19,399828,1,17655,8728,27292,513,600,684,50000,294356,0.0,372536,0.0,old
59,776194,0,32146,10978,26052,1245,3162,6658,0,695953,53758.22,750142,26014.77,new
44,133974,0,11137,945,4157,330,59,586,0,116760,0.0,129817,0.0,old
19,716345,0,46586,2240,15078,1965,2103,5221,0,643152,42775.62,701267,20931.77,new
50,300418,1,1633,3902,16544,417,0,1516,50000,226406,0.0,283874,0.0,old
62,3890761,1,150000,40712,68505,4474,15470,32887,50000,3528713,905958.46,3822256,870143.87,new
28,141858,1,8673,1460,2162,410,84,1275,50000,77794,0.0,139696,0.0,old
23,616223,1,52713,9156,38355,648,1899,0,50000,463452,0.0,577868,0.0,old
34,125072,1,8845,2476,4453,393,197,175,50000,58533,0.0,120619,0.0,old
21,561861,0,81118,0,38038,342,1403,1103,0,439857,0.0,523823,0.0,old
54,280205,1,26590,5698,12013,484,718,589,50000,184113,0.0,268192,0.0,old
24,934942,1,16264,9450,63122,3172,1238,2984,50000,788712,73052.1,871820,38669.28,new
54,687729,1,18973,6839,22084,736,1482,4375,50000,583240,30313.92,665645,0.0,new
44,356668,1,19809,3758,25739,1413,1266,2599,50000,252084,0.0,330929,0.0,old
36,273118,0,13525,4202,16298,682,432,1329,0,236650,0.0,256820,0.0,old
33,1963962,1,104904,31833,197043,8544,2724,12018,50000,1556896,290751.55,1766919,228878.73,new
28,389956,0,23591,2378,8559,810,916,1053,0,352649,0.0,381397,0.0,old
39,459653,0,21059,2599,18704,1598,1526,5039,0,409128,0.0,440949,0.0,old
37,334908,1,18982,4046,25711,877,467,1973,50000,232852,0.0,309197,0.0,old
69,655720,1,57882,10682,29503,875,1841,0,50000,504937,14026.9,626217,0.0,new
25,411088,1,41269,5433,22810,296,1244,0,50000,290036,0.0,388278,0.0,old
22,122509,1,3296,1835,4210,313,422,0,50000,62433,0.0,118299,0.0,old
31,107642,1,834,1057,9762,349,192,736,50000,44712,0.0,97880,0.0,old
59,178700,0,4856,1998,11565,368,539,335,0,159039,0.0,167135,0.0,old
21,682234,1,41806,8765,58592,2047,38,4049,50000,516937,16522.9,623642,0.0,new
25,1848403,1,150000,33287,176654,3582,3822,11523,50000,1419535,247894.92,1671749,199185.69,new
23,573335,0,37594,4815,42005,1400,476,3342,0,483703,0.0,531330,0.0,old
63,209993,0,15470,1072,5933,432,905,1220,0,184961,0.0,204060,0.0,old
40,95375,0,5581,1177,2446,251,320,36,0,85564,0.0,92929,0.0,old
66,606246,1,35161,3983,53903,911,879,2290,50000,459119,0.0,552343,0.0,old
54,145449,1,9222,1841,15781,357,801,763,50000,66684,0.0,129668,0.0,old
54,222676,1,4651,1687,25273,593,594,493,50000,139385,0.0,197403,0.0,old
66,166663,1,6719,1785,6886,410,604,1225,50000,99034,0.0,159777,0.0,old
69,109632,1,130,538,0,167,115,835,50000,57847,0.0,109632,0.0,old
42,108822,0,2741,1099,7024,342,90,345,0,97181,0.0,101798,0.0,old
39,3144119,1,125629,38577,66662,6956,5885,1602,50000,2848808,693828.1,3077457,637766.58,new
34,4202764,1,19355,50000,222595,4601,0,29359,50000,3849449,1006028.09,4002764,926462.37,new
56,206605,1,16985,3430,10357,24,475,1171,50000,124163,0.0,196248,0.0,old
48,784038,0,68908,14400,63077,1520,641,1319,0,634173,40907.98,720961,22979.94,new
67,603219,1,22707,10530,24972,612,466,4876,50000,489056,0.0,578247,0.0,old
50,189125,1,1159,2050,11852,616,111,884,50000,122453,0.0,177273,0.0,old
65,589868,1,10676,10362,47355,1261,811,4974,50000,464429,0.0,542513,0.0,old
21,107397,0,5647,532,2311,244,471,1136,0,97056,0.0,105086,0.0,old
64,265792,1,16450,3789,13368,569,437,2252,50000,178927,0.0,252424,0.0,old
37,90107,1,3975,206,0,209,117,407,50000,35193,0.0,90107,0.0,old
54,386711,0,33652,5516,0,280,995,1234,0,345034,0.0,386711,0.0,old
49,634352,1,12386,2583,12618,349,590,3361,50000,552465,23912.72,621734,0.0,new
29,4396255,0,150000,50000,130298,8842,8329,39526,0,4009260,1055889.12,4265957,1008578.58,new
67,944145,1,104883,10763,52880,999,2805,3258,50000,718557,58459.86,891265,40691.56,new
59,542682,0,31783,8218,20488,1332,1587,1035,0,478239,0.0,522194,0.0,old
59,278416,1,7912,2726,9156,644,201,1829,50000,205948,0.0,269260,0.0,old
21,267821,0,5210,2324,14784,626,296,206,0,244375,0.0,253037,0.0,old
41,3495986,1,150000,50000,213909,11534,7661,14686,50000,3012105,744776.76,3295986,705947.63,new
53,846477,1,15110,16185,32028,1291,2793,4247,50000,724823,59763.18,814449,32702.7,new
49,189770,0,14253,1034,17663,476,0,536,0,155808,0.0,172107,0.0,old
55,217881,1,6607,6564,24227,418,558,944,50000,128563,0.0,193654,0.0,old
21,576251,0,32516,7131,3205,0,384,3624,0,529391,19113.33,573046,0.0,new
42,166998,1,6160,2864,15478,275,246,789,50000,91186,0.0,151520,0.0,old
57,515932,1,68788,6488,31948,1083,148,2550,50000,354927,0.0,483984,0.0,old
63,951208,1,16901,8528,3120,1292,5581,2758,50000,863028,88509.82,948088,46601.15,new
46,3046437,0,150000,9298,153664,6745,3436,3431,0,2719863,653597.26,2892773,580145.18,new
36,807941,1,34000,11693,0,1767,2151,1754,50000,706576,55967.81,807941,32025.86,new
28,93045,1,11233,1122,6862,118,451,904,50000,22355,0.0,86183,0.0,old
63,3349931,1,106673,50000,29120,4960,10582,15295,50000,3083301,766989.91,3320811,713693.03,new
38,260528,1,25837,1099,11111,168,200,1537,50000,170576,0.0,249417,0.0,old
22,656410,1,90945,7870,57274,119,1005,1168,50000,448029,0.0,599136,0.0,old
52,224310,0,8985,2487,12748,188,163,1014,0,198725,0.0,211562,0.0,old
43,3233009,1,150000,14049,321157,12027,9008,14951,50000,2782974,673287.89,3033009,623898.81,new
40,237988,0,18354,3683,10829,0,2,1096,0,204024,0.0,227159,0.0,old
48,4890140,1,150000,43791,160934,19105,8500,0,50000,4457810,1195836.72,4729206,1153112.27,new
33,1283363,1,42629,11043,62844,1945,442,5959,50000,1108501,150852.31,1220519,87467.95,new
44,504912,0,20273,2937,25270,429,894,2629,0,452480,0.0,479642,0.0,old
43,1103669,1,79158,8095,54270,1870,4092,2687,50000,903497,96927.38,1049399,59706.24,new
68,266355,0,29116,336,12602,348,766,1866,0,221321,0.0,253753,0.0,old
34,1885847,0,123452,20199,192783,1993,6829,14751,0,1525840,281062.08,1693064,205835.97,new
61,50379,1,1762,358,1308,120,144,91,50000,0,0.0,49071,0.0,old
35,652038,1,39221,8757,35331,1566,363,4397,50000,512403,15579.82,616707,0.0,new
39,242117,0,8913,825,8695,917,554,334,0,221879,0.0,233422,0.0,old
43,1901011,1,150000,18120,125769,7131,2872,13563,50000,1533556,283469.47,1775242,231475.5,new
35,355303,1,15623,5811,16086,502,486,1319,50000,265476,0.0,339217,0.0,old
69,412520,1,14946,1394,16280,179,1057,1870,50000,326794,0.0,396240,0.0,old
41,263288,1,16024,3001,0,582,353,2031,50000,191297,0.0,263288,0.0,old
35,948597,1,93022,11496,6093,423,2108,0,50000,785455,72374.64,942504,46020.42,new
62,102174,1,9453,0,12272,287,262,698,50000,29202,0.0,89902,0.0,old
25,275136,1,13264,4975,14945,790,339,0,50000,190823,0.0,260191,0.0,old
42,557622,1,59532,3930,0,1028,0,3806,50000,439326,0.0,557622,0.0,old
67,3408940,0,150000,26105,239491,9195,3310,8047,0,3012283,744832.3,3208940,678789.28,new
47,228867,0,28179,2383,7509,349,1185,1241,0,188021,0.0,221358,0.0,old
32,461036,1,29494,6928,2880,645,1742,1830,50000,367517,0.0,458156,0.0,old
24,424778,1,22618,5386,12253,966,0,217,50000,333338,0.0,412525,0.0,old
20,528493,1,54805,460,16037,675,967,3488,50000,402061,0.0,512456,0.0,old
30,495727,1,19942,3555,39346,961,1203,2899,50000,377821,0.0,456381,0.0,old
51,453368,1,51480,5774,27538,1356,1454,3288,50000,312478,0.0,425830,0.0,old
66,232986,1,23624,1278,14570,351,267,1538,50000,141358,0.0,218416,0.0,old
28,227222,1,10952,1206,14588,186,526,302,50000,149462,0.0,212634,0.0,old
52,679416,1,44843,8857,29431,487,1978,2224,50000,541596,21651.97,649985,0.0,new
58,112127,0,6278,154,4768,244,387,634,0,99662,0.0,107359,0.0,old
50,661239,1,20198,9745,2673,1387,2673,1196,50000,573367,28260.34,658566,0.0,new
52,215963,1,23292,3512,528,497,6,1698,50000,136430,0.0,215435,0.0,old
41,565768,1,46552,3756,0,1940,1144,2990,50000,459386,0.0,565768,0.0,old
32,276059,1,4953,793,5477,602,493,1438,50000,212303,0.0,270582,0.0,old
54,962312,1,0,8781,0,0,1736,3842,50000,897953,95774.22,962312,48080.45,new
64,881278,1,57715,6937,52380,1518,4355,1685,50000,706688,55991.1,828898,34205.39,new
46,497982,0,21852,797,14860,1104,1532,3790,0,454047,0.0,483122,0.0,old
35,733729,1,39160,10048,76805,2427,0,2555,50000,552734,23968.67,656924,0.0,new
46,228715,1,23741,3548,3418,239,1368,1758,50000,144643,0.0,225297,0.0,old
39,1175793,1,43406,24366,65325,1558,652,8742,50000,981744,113202.75,1110468,69233.01,new
24,483299,1,33213,6301,17458,1102,1046,2316,50000,371863,0.0,465841,0.0,old
47,2249489,1,150000,27945,0,5313,8462,6492,50000,2001277,429398.42,2249489,379440.57,new
46,414632,1,41990,6379,29153,310,1548,5261,50000,279991,0.0,385479,0.0,old
56,402619,1,19716,2868,20398,1156,244,1038,50000,307199,0.0,382221,0.0,old
58,124394,0,14462,951,8360,233,258,0,0,100130,0.0,116034,0.0,old
39,66268,0,1092,1212,4371,228,126,485,0,58754,0.0,61897,0.0,old
18,64978,1,3909,1146,2996,173,218,602,50000,5934,0.0,61982,0.0,old
67,53394,0,4562,1077,2255,39,30,194,0,45237,0.0,51139,0.0,old
18,2612591,1,143381,43079,161993,3814,6932,15502,50000,2187890,487621.68,2450598,442186.58,new
61,290306,1,0,2758,17963,178,461,564,50000,218382,0.0,272343,0.0,old
60,2769291,1,150000,38267,105110,8385,3517,35344,50000,2378668,547144.42,2664181,508824.47,new
53,2051566,1,83795,0,210784,5646,4738,12343,50000,1695044,333853.73,1851566,255288.59,new
34,801350,1,13211,8447,69445,1762,2684,3394,50000,652407,44700.66,731905,24118.12,new
52,4124583,0,150000,30011,269874,5297,12272,18503,0,3708500,962052.0,3924583,902069.9,new
20,2598752,1,81587,50000,140321,3728,9157,1452,50000,2262507,510902.18,2458431,444630.47,new
53,2434628,1,82739,31867,145748,2323,8956,16554,50000,2096441,459089.59,2288880,391730.56,new
18,701444,0,48114,7780,38055,1519,816,823,0,604337,34702.1,663389,0.0,new
26,148026,1,5624,1723,10882,142,255,701,50000,78699,0.0,137144,0.0,old
38,510150,1,0,7864,16281,1140,1481,3054,50000,430330,0.0,493869,0.0,old
28,451833,1,28817,4609,34085,1581,1713,3716,50000,327312,0.0,417748,0.0,old
68,1846052,1,150000,21497,99061,2519,4761,457,50000,1517757,278540.18,1746991,222661.19,new
51,3134129,1,150000,13918,0,7793,9804,25642,50000,2876972,702615.26,3134129,655448.25,new
52,423036,1,22909,519,25236,1032,63,1987,50000,321290,0.0,397800,0.0,old
67,396891,0,29810,2271,22249,819,1560,1060,0,339122,0.0,374642,0.0,old
57,134249,1,4300,1964,11361,166,144,149,50000,66165,0.0,122888,0.0,old
28,882505,1,42559,5242,12406,1066,1819,5534,50000,763879,67886.83,870099,38490.3,new
36,4447468,1,109137,33614,178664,13934,13919,41415,50000,4006785,1055116.92,4268804,1009466.85,new
39,123818,1,7886,1698,7665,466,100,923,50000,55080,0.0,116153,0.0,old
25,970298,0,81338,13865,35511,2419,4325,4507,0,828333,81293.26,934787,45217.85,new
32,756727,1,12734,5547,26036,1203,1596,3811,50000,655800,45406.4,730691,23991.86,new
48,949366,0,43767,13827,71421,1400,1784,8328,0,808839,77238.51,877945,39306.28,new
66,3630736,0,150000,17446,306413,1860,7145,22384,0,3231901,813353.11,3430736,747989.63,new
42,3934300,0,150000,50000,179568,11659,3067,0,0,3540006,909481.87,3754732,849076.38,new
59,427442,1,20524,6673,20835,1304,960,625,50000,326521,0.0,406607,0.0,old
62,4075650,1,138084,19476,63350,6974,20809,19091,50000,3757866,977454.19,4012300,929437.6,new
26,179916,0,15966,2659,8646,394,511,1175,0,150565,0.0,171270,0.0,old
66,284487,0,30637,2550,21703,886,0,0,0,228711,0.0,262784,0.0,old
20,676726,1,59444,3082,41482,1194,2055,6682,50000,512787,15659.7,635244,0.0,new
47,2052693,1,51350,19548,150477,4272,8857,8739,50000,1759450,353948.4,1902216,271091.39,new
64,537110,1,11556,6461,32949,1702,954,1163,50000,432325,0.0,504161,0.0,old
55,121487,1,6232,2596,3736,290,283,1026,50000,57324,0.0,117751,0.0,old
56,663019,1,44241,9590,21394,892,2427,4927,50000,529548,19145.98,641625,0.0,new
45,209858,1,16617,3336,21386,529,542,1406,50000,116042,0.0,188472,0.0,old
34,925563,0,75683,10587,34561,1331,3285,4484,0,795632,74491.46,891002,40664.21,new
21,188209,1,998,2577,10319,435,231,785,50000,122864,0.0,177890,0.0,old
20,486964,0,52492,3939,21405,750,0,4225,0,404153,0.0,465559,0.0,old
34,168842,1,2103,933,9510,418,194,798,50000,104886,0.0,159332,0.0,old
52,745667,0,84171,4754,24359,1299,0,3890,0,627194,39456.35,721308,23016.03,new
68,138753,1,5868,0,9448,288,447,470,50000,72232,0.0,129305,0.0,old
29,147968,1,13164,2586,7537,316,595,710,50000,73060,0.0,140431,0.0,old
53,268466,1,16038,3596,5967,822,481,995,50000,190567,0.0,262499,0.0,old
52,2173241,0,150000,14242,145559,7714,3037,18157,0,1834532,377373.98,2027682,310236.78,new
62,532091,0,44326,8573,22727,1788,0,3465,0,451212,0.0,509364,0.0,old
65,3086628,0,150000,18946,192822,7149,7392,11957,0,2698362,646888.94,2893806,580467.47,new
61,1208850,0,99171,20551,62020,3602,2209,7244,0,1014053,121384.54,1146830,74905.48,new
44,159988,1,5395,976,11270,219,404,823,50000,90901,0.0,148718,0.0,old
20,243346,1,4839,2268,4703,114,793,1668,50000,178961,0.0,238643,0.0,old
68,3892350,0,150000,50000,149749,10191,3786,24455,0,3504169,898300.73,3742601,845291.51,new
54,3054326,1,150000,41775,109148,9591,8583,12600,50000,2672629,638860.25,2945178,596495.54,new
47,755716,0,14771,5385,31405,700,1350,5395,0,696710,53915.68,724311,23328.34,new
43,156528,1,22399,2396,10667,327,253,936,50000,69550,0.0,145861,0.0,old
65,185863,1,9859,861,6983,129,526,477,50000,117028,0.0,178880,0.0,old
69,967088,1,93481,16728,51786,1100,730,1840,50000,751423,65295.98,915302,43191.41,new
68,793780,1,19478,10415,22210,2291,3637,6319,50000,679430,50321.44,771570,28243.28,new
25,284454,1,25651,2275,14289,131,621,1874,50000,189613,0.0,270165,0.0,old
