scheme_id,scheme_name,scope,state,age_min,age_max,annual_income_min,annual_income_max,allowed_genders,allowed_castes,allowed_employments,disability_allowed,education_levels,notes,
C407,Rajbhasha Gaurav Puraskar Scheme for writing original book in Hindi,central,Any,18,Any,Any,Any,Any,Any,Any,Any,Graduate,The scheme “Rajbhasha Gaurav Puraskar Scheme for writing original book in Hindi” was launched by the Department of Official Language/ Ministry of Home Affairs/ Government of India with an objective to encourage writing books originally in Hindi and to promote Official Language.,
C408,Rajiv Gandhi National Fellowship For Scheduled Caste Candidates,central,Any,Any,Any,Any,Any,Any,Any,Student,Any,Postgraduate,The Rajiv Gandhi National Fellowship (RGNF) Scheme for Scheduled Caste is formulated and funded by the Ministry of Social Justice &Empowerment. The scheme is open to candidates who belong to Scheduled Caste and are pursuing higher studies such as regular and full-time M.Phil.and Ph.D.degrees.,
C409,Ramalingaswami Re-Entry Fellowship,central,Any,Any,45,Any,Any,Any,Any,Any,Any,Postgraduate,The Department of Biotechnology has instituted a scheme known as the “Ramalingaswami Re-Entry Fellowship”. The scheme is aimed at Indian Nationals who are working overseas in various fields of biotechnology and life sciences and are interested in taking up scientific research positions in India.,
C410,Raman-Charpak Fellowship,central,Any,Any,30,Any,Any,Any,Any,Student,Any,Postgraduate,The “Raman-Charpak Fellowship Programme” is in honour of two Nobel Laureates in Physics/ Prof C.V. Raman/ Indian Nobel Laureate (1930) & Prof Georges Charpak/ French Nobel Laureate (1992). The Fellowship was launched during the State visit of the President of France to India in February/ 2013.,
C411,Ramanujan Fellowship,central,Any,Any,40,Any,Any,Any,Any,Student,Any,Postgraduate,"Ramanujan Fellowship" was started by the Science and Engineering Research Board/ Govt. of India for brilliant Indian scientists and engineers from outside India to take up scientific research positions in India/ those Indian scientists/engineers who want to return to India from abroad.,
C412,Rashtriya Gram Swaraj Abhiyan,central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Any,Rashtriya Gram Swaraj Abhiyan (RGSA) was launched on 24th April 2018 'National Panchayat Day' by the Hon'ble Prime Minister/ an umbrella scheme of the Ministry of Panchayati Raj. It is a unique scheme proposed to develop and strengthen the Panchayati Raj System across India in rural areas.,
C413,Rashtriya Gram Swaraj Abhiyan - Internship Program,central,Any,18,30,Any,Any,Any,Any,Student,Any,Graduate,The 'Internship Program' as part of the Framework for Implementation of Centrally Sponsored Scheme of Revamped Rashtriya Gram Swaraj Abhiyan (RGSA) (2022-23 to 2025-26) of the Ministry of Panchayati Raj (MoPR)/ Government of India (Gol)/ seeks to engage 'Students'.,
C414,Rashtriya Parivar Sahayata Yojana,central,Any,18,59,0,800000,Any,Any,Any,Any,Any,This scheme is being executed for the family members who are unable to make their livelihood after the death of the primary breadwinner of the family.,
C415,Rashtriya Vigyan Puraskar,central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Any,The objective of the Rashtriya Vigyan Puraskar (RVP) is to recognise the notable and inspiring contribution made by the scientists/ technologists and innovators individually or in teams in various fields of science/ technology and technology- led innovation.,
C416,Rastriya Arogya Nidhi - Health Minister’s Cancer Patient Fund,central,Any,Any,Any,0,800000,Any,Any,Any,Any,Any,A scheme to provide financial assistance to poor patients living below poverty line and suffering from cancer/ for their treatment at 27 Regional cancer centers (RCCs).,
C417,Raw Material Assistance Scheme,central,Any,Any,Any,Any,Any,Any,Any,Self-employed,Any,Any,Raw Material Assistance Scheme aims to help MSMEs by way of financing the purchase of Raw Material (Both indigenous & imported). This gives an opportunity to MSMEs to focus better on manufacturing quality products.,
C418,Reimbursement of membership Fee in Government promoted E-Commerce Portals,central,Any,Any,Any,Any,Any,Any,Any,Self-employed,Any,Any,Reimbursement of Membership fee of Government promoted e-commerce portals Scheme is a sub scheme under National Scheduled Caste and Scheduled Tribe Hub (NSSH) scheme.,
C419,Relief and Rehabilitation Assistance to Sri Lankan Refugees in the Refugee Camps,central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Any,The scheme provides relief materials/ which among other things include Feeding Charges/ Subsidized Rice/ Clothing Materials/ Utensils/ Transportation Charges (on arrival)/ Porterage and Transport (on repatriation)/ Cash Doles/ Infrastructure Facilities (at camps)/ Electricity/ Drinking Water/ etc.,
C420,Research Associates (RA),central,Any,Any,35,Any,Any,Any,Any,Student,Any,Postgraduate,The Research Associates (RAs) of the Department of Biotechnology (DBT) in India are individuals who engage in research work under the DBT-Research Associateship Program in Biotechnology and its was started in 1999.,
C421,Research Fellowship In Sciences For Meritorious Students,central,Any,Any,28,Any,Any,Any,Any,Student,Any,Postgraduate,The Research Fellowship in Sciences for meritorious students (RFSMS) scheme of the UGC is open to candidates who have registered for Ph.D. in Science in Universities with Potential for Excellence/Centres with Potential for Excellence/Centres of Advance Studies and Department of Special Assistance.,
C422,Research Grant For In-Service Faculty Members,central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Postgraduate,The scheme "Research Grant for In-Service Faculty Members" was introduced by the University Grants Commission (UGC)/ Department of Higher Education (DoHE). The objective of this research grant is to provide opportunities to regularly appointed faculty members of Universities/ Institutes/ Colleges.,
C423,Right To Information Fellowship,central,Any,25,40,Any,Any,Any,Any,Any,Any,Graduate,Under this scheme/ DOPT proposes to offer four short-term fellowships to researchers from the field of media / Civil Society professionals / RTI Trainers to conduct field-based research on themes relating to RTI. It is hoped that the research output will enhance their understanding of the RTI Act.,
C424,SAHAKAR MITRA: NCDC’s Scheme on Internship Programme,central,Any,Any,Any,Any,Any,Any,Any,Student,Any,Graduate,The programme aims at providing an opportunity to professional graduates to get experience in areas of functioning of NCDC and related aspects of cooperatives.,
C425,SEBI ITD Internship Program,central,Any,Any,Any,Any,Any,Any,Any,Student,Any,Graduate,The SEBI ITD Internship Program provides hands-on training to the students of the institutes based in and around Mumbai. The program accepts up to 15 interns. The Interns accepted under this program would be given an opportunity to work on different Information Technology (IT) projects.,
C426,SERB - POWER Fellowship,central,Any,35,55,Any,Any,Female,Any,Student,Any,Postgraduate,The SERB - POWER Fellowship is designed to identify and reward excellent women researchers in Indian academic institutions and R&D laboratories/ holding Ph.D. degrees in any branch of science and engineering.,
C427,SERB - POWER Research Grants,central,Any,35,55,Any,Any,Female,Any,Any,Any,Postgraduate,The aim of the ‘SERB - POWER Research Grants’ is to encourage emerging and eminent women researchers for individual-centric and competitive mode of research funding to undertake R&D activities in frontier areas of science and engineering.,
C428,SERB International Research Experience,central,Any,Any,40,Any,Any,Any,Any,Student,Any,Postgraduate,The Science and Engineering Research Board (SERB)/ a statutory body under the Department of Science and Technology/ Government of India has launched "SERB International Research Experience (SIRE)".,
C429,SERB Research Scientist Scheme,central,Any,Any,45,Any,Any,Any,Any,Student,Any,Postgraduate,SERB Board has launched a new ‘SERB Research Scientist (SRS) Scheme’ for the awardees of INSPIRE Faculty and Ramanujan Fellowships/ who fail to secure regular positions after completion of the regular tenure of five years in the respective schemes.,
C430,SERB Science and Technology Award for Research,central,Any,Any,50,Any,Any,Any,Any,Any,Any,Postgraduate,“SERB Science and Technology Award for Research (SERB-STAR)” is a prestigious award instituted by Science and Engineering Research Board (SERB) to recognize and reward outstanding performance of Principal Investigators (PIs) of SERB Projects.,
C431,SERB-Technology Translation Award,central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Postgraduate,The “SERB-Technology Translation Award (SERB-TETRA)” is a new scheme launched by the Science and Engineering Research Board/ Government of India for catalyzing technology translation in academic settings.,
C432,SITARE-Appreciation Grant,central,Any,Any,Any,Any,Any,Any,Any,Student,Any,Graduate,SITARE-Appreciation Grant: Residential workshops called as Biotech Innovation Ignition School (BIIS) for undergraduate students are organized to provide hands-on technical training and mentorship for problem identification in 3-4 weeks duration.,
C433,SITARE-Gandhian Young Technological Innovation Award Grant,central,Any,Any,Any,Any,Any,Any,Any,Student,Any,Graduate,Under SITARE-GYTI scheme component/ 15 innovative student projects will receive funding support of upto INR 15 lakhs each. The scheme encourages postgraduate & doctoral students to undertake projects with commercial potential leading to the creation of biotech startups.,
C434,SMILE - Comprehensive Rehabilitation For Welfare Of Transgender Persons,central,Any,Any,Any,Any,Any,Any,Any,Un-employed,Any,Any,A scheme to provide Financial Assistance in the form of scholarships is provided to Transgender students studying in secondary school (IX & X)  & senior secondary school (XI & XII) to reduce the incidence of dropout and support their educational aspirations.,
C435,SMILE - Comprehensive Rehabilitation For Welfare Of Transgender Persons – Skill Development And Training,central,Any,18,Any,Any,Any,Any,Any,Un-employed,Any,Any,The scheme aims to provide employment opportunities to the person belonging to transgender person community by providing them market-oriented skills.,
C436,SVAMITVA Yojana (Survey of Villages and Mapping with Improvised Technology in Village Areas),central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Any,SVAMITVA/ a Central Sector scheme of Ministry of Panchayati Raj to provide ‘Record of Rights’ to village household owners with issuance of legal ownership cards (Property cards/Title deeds) to the property owners by mapping of land parcels using drone technology.,
C437,Saansad Adarsh Gram Yojana,central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Any,Saansad Adarsh Gram Yojana aims to translate the comprehensive vision of Mahatma Gandhi about an ideal Indian village into reality/ keeping in view the present context. Each Member of Parliament adopts a Gram Panchayat and guides its holistic progress giving importance to social development.,
C438,Samarth-Respite Care Scheme,central,Any,Any,Any,Any,Any,Any,Any,Any,Yes,Any,Samarth (Respite Care) scheme/ launched by the Department of Empowerment of Persons with Disabilities/ aims at setting up Samarth Centres for providing respite and residential care for the specified categories of Persons with Disability (PwD).,
C439,Savitribai Jyotirao Phule Fellowship For Single Girl Child,central,Any,Any,40,Any,Any,Female,Any,Student,Any,Postgraduate,Savitribai Jyotirao Phule Fellowship for Single Girl Child (SJSGC) is a Fellowship Scheme by the University Grants Commission (UGC)/ Department of Higher Education/ for pursuing research work leading to the award of a Ph.D. degree. The target group of this scheme is the ‘single girl child'.,
C440,Scheme For Adolescent Girls,central,Any,11,18,Any,Any,Female,Any,Un-employed,Any,Any,A support scheme by Ministry of Women & Child Development enabling self-development and empowerment of out-of-school adolescent girls/ and improving their nutritional/ health & hygiene  status. All out-of-school adolescent girls in the 11 to 14 years age group are eligible for this scheme.,
C441,Scheme For Award Of Financial Assistance For Education To The Wards Of Beedi/Cine/IOMC/LSDM Workers – Pre & Post-Matric,central,Any,Any,Any,0,100000,Any,Any,Student,Any,Any,A scholarship scheme by the Directorate of Social Welfare/ Ministry of Labour and Employment wherein financial assistance for education is provided to the Wards of Beedi/IOMC/LSDM Workers/ varying from ₹1/000/- to ₹25/000/- per student per annum. The benefits are transferred through the DBT system.,
C442,Scheme For Award Of Senior/Junior Fellowships To Outstanding Persons In The Fields Of Culture,central,Any,25,Any,Any,Any,Any,Any,Self-employed,Any,Graduate,The scheme “Scheme for Award of Senior/Junior Fellowships to Outstanding Persons in the Fields of Culture” was launched by the Ministry of Culture/ Government of India.,
C443,Scheme For Campus Accommodation & Facilities Enhancing Social Experience,central,Any,Any,Any,Any,Any,Any,Any,Student,Any,Any,"Scheme for Campus Accommodation & Facilities Enhancing Social Experience (CAFES)" was introduced by AICTE to provide financial assistance for construction of hostel to create a congenial study atmosphere free from the shackles of domestic shores so as to encourage students to purse their education.,
C444,Scheme For Financial Assistance For Veteran Artists,central,Any,60,Any,0,48000,Any,Any,Retired,Any,Any,A pension scheme by MoC improves the financial and socio-economic status of the old artists and scholars who have contributed significantly in their specialized fields. Still/ due to old age/ they have to lead a miserable life or are in penury condition.,
C445,Scheme For Grant Of Rewards To The Children Of Salt Labourers,central,Any,Any,Any,Any,Any,Any,Any,Student,Any,Secondary,The scheme “Scheme for Grant of Rewards to the Children of Salt Labourers” was launched by Department for Promotion of Industry and Internal Trade (DPIIT)/ Ministry of Commerce and Industry in the year 1985.,
C446,Scheme Of Assistance To Disabled Persons For Purchase/Fitting Of Aids/Appliances,central,Any,Any,Any,0,360000,Any,Any,Any,Yes,Any,The main objective of the Scheme is to assist needy disabled persons in procuring durable/ sophisticated/ scientifically manufactured/ modern/ standard aids and appliances that can promote their physical/ social and psychological rehabilitation by reducing the effect of disabilities.,
C447,Scheme Of Financial Assistance For The Preservation And Development Of Cultural Heritage Of The Himalayas,central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Any,The scheme “Scheme of Financial Assistance for the Preservation and Development of Cultural Heritage of the Himalayas” was launched by the Ministry of Culture/ Government of India.,
C448,Scheme for Grant of Financial Assistance for Administering Road Safety Advocacy ,central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Any,The objective of the Scheme is to stimulate and encourage opportunities for various agencies through participation/ in order to create awareness on road safety.,
C449,Scheme for Plantation Development (New planting & Replanting) under Medium Term Framework Plan (MTFP) ,central,Any,Any,Any,Any,Any,Any,Any,Farmer,Any,Any,The Scheme is intended to increase the production of natural rubber in India by accelerating new planting and replanting of rubber on scientific lines. Accelerated new planting/replanting would be achieved by giving proper technical guidance and financial assistance to growers.,
C450,Scheme for Supportive Money to the Parents of Transgender Children,central,Any,Any,Any,0,150000,Any,Any,Any,Any,Any,The "Scheme for Supportive Money to the Parents of Transgender Children" aims to provide financial assistance of ₹1/000/- to the parents of transgender children. Transgender persons face stigma and discrimination in almost every sphere of their life including within the group/ health facilities.,
C451,Scheme of Assistance for the Prevention of Alcoholism & Substance (Drugs) Abuse and for Social Defence Services,central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Any,The scheme aims to meet needs falling within the mandate of the Ministry which cannot be met under its regular schemes and support such initiatives of an innovative/pilot nature in the area of welfare and empowerment of the Ministry’s target groups/ as cannot be supported under its regular schemes.,
C452,Scheme of Fund for Regeneration of Traditional Industries,central,Any,18,Any,Any,Any,Any,Any,Self-employed,Any,Any,To make the traditional industries more productive and competitive and facilitating their sustainable development/ the Govt. of India announced in 2005-06/ setting up of a fund for the regeneration of traditional industries. Pursuant to this announcement/ a Central Sector Scheme titled the “SFURTI".,
C453,Scheme of Grant-in-Aid for Professional Associations/ Organisations of Social Scientists including Universities/ Colleges,central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Any,The Indian Council of Social Science Research (ICSSR)/ under the Ministry of Education/ Government of India/ provides Grants-in-Aid to professional associations/ organisations of social scientists/ universities/ colleges/ and research institutes,
C454,Scheme of Grant-in-Aid to Voluntary Organisations Working for the Welfare of Scheduled Tribes,central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Any,The Central Sector Scheme “Scheme of Grant-in-Aid to Voluntary Organisations Working for the Welfare of Scheduled Tribes” was launched by the Ministry of Tribal Affairs/ Government of India.,
C455,Scheme of Grant-in-Aid to Voluntary and other Organizations Working for Scheduled Castes,central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Any,The "Scheme aims to enhance the reach of development interventions of the Government and fill the gaps in service-deficient Scheduled Caste-dominant areas in sectors such as education/ health/ vocational training/ etc./ through the efforts of voluntary organizations and other organizations.,
C456,Scheme of Grants-in-Aid for supporting professional associations/ organisations of social scientists/ and companies,central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Any,The Indian Council of Social Science Research (ICSSR)/ under the Ministry of Education/ Government of India/ provides Grants-in-Aid for supporting professional associations/ organisations of social scientists/ companies and trusts  for their development.,
C457,Scheme of Internship for Post-Graduate/Research Students,central,Any,Any,30,Any,Any,Any,Any,Student,Any,Postgraduate,MoSPI is implementing the scheme of Internship for Post-graduate/Research Students of Statistics/ Mathematical Statistics/ Operations Research/ Economics/ Demography or any of the applied field of Statistics of recognized Universities//Institutions.,
C458,Scheme of Internship of Students to DRDO Labs/Estts for Project Training,central,Any,Any,Any,Any,Any,Any,Any,Student,Any,Graduate,The scheme aims to provide an opportunity and exposure to future graduates and postgraduates in Engineering and General Sciences to the research and development activities carried out by DRDO in state-of-the-art technology in fields relevant to the defense sector.,
C459,Scheme of Publication Grant/Subsidy for Publication of Doctoral Thesis/Research Report/ Papers Presented in Seminars/Conferences/ etc.,central,Any,Any,Any,Any,Any,Any,Any,Student,Any,Postgraduate,The Indian Council of Social Science Research (ICSSR)/ under the Ministry of Education/ Government of India/ provides financial assistance for the publication of high-quality doctoral theses/ research project/fellowship reports/ and seminar/conference papers in the field of social sciences.,
C460,Scholarship Scheme for Girl Children of Jute Mills / MSMEs Workers,central,Any,Any,Any,Any,Any,Female,Any,Student,Any,Any,National Jute Board Act/ 2008 provides to “secure better working conditions and provisions and improve amenities and incentives for workers engaged in the jute industry.”,
C461,Security Related Expenditure (Relief and Rehabilitation),central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Any,The scheme aims to support the relief and rehabilitation of the Kashmiri migrants who have been uprooted from the Valley during the militancy period besides other relief & rehabilitation measures. "SRE (R&R) Scheme" is a component of the Umbrella scheme/ 'Modernization of Police Forces (MPF)".,
C462,Self Employment Scheme For Rehabilitation Of Manual Scavengers,central,Any,18,Any,Any,Any,Any,Any,Self-employed,Any,Any,The Self Employment Scheme for Rehabilitation of Manual Scavengers (SRMS) was introduced in January 2017 by the Ministry of Social Justice and Empowerment/ to assist the identified manual scavengers and their dependants in rehabilitation in alternative occupations.,
C463,Senior Citizens Saving Scheme,central,Any,60,Any,Any,Any,Any,Any,Retired,Any,Any,Introduced in 2004 by the Govt. of India/ SCSS offers a steady stream of income for individuals over 60 years old. As it is a government-backed scheme/ there is minimal risk associated with SCSS. Individuals can apply for this scheme in post offices and public and private banks.,
C464,Seva Bhoj Yojna,central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Any,The scheme “Seva Bhoj Yojna” was launched by the Ministry of Culture/ Government of India and it has been made operational with effect from the 1st of August/ 2018. The scheme shall be applicable within the territorial jurisdiction of India and will remain open from the 1st to 15th of every month.,
C465,Shahari Waqf Sampatti Vikas Yojana,central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Any,Under the scheme/ interest free loan to Waqf Boards (WBs)/waqf institutions is granted to various Waqf Boards and Waqf Institutions in the country for construction of economically viable buildings on the Waqf land/ such as commercial complex/ marriage halls/ hospitals/ cold storage etc..,
C466,Shilp Guru Award,central,Any,50,Any,Any,Any,Any,Any,Self-employed,Any,Any,The “Shilp Guru Award” for master craftspersons was introduced by the Ministry of Textiles to honor legendary master craftspersons of handicrafts whose work and dedication have contributed not only to the preservation but also to the promotion of the rich and diverse craft heritage of the country.,
C467,Short Term Fellowship under the Human Resource Development Programme for Health Research,central,Any,Any,45,Any,Any,Any,Any,Any,Any,Postgraduate,Short Term Fellowship under the Human Resource Development Programme for Health Research aims to provide advanced training in India & abroad to medical and health research personnel in cutting-edge research areas related to medicine & health.,
C468,Single Point Registration Scheme,central,Any,Any,Any,Any,Any,Any,Any,Self-employed,Any,Any,National Small Industries Corporation enlists Micro & Small Enterprises under Single Point Registration scheme for participation in Government Purchases. The units enlisted under this scheme of NSIC are eligible to get the benefits under Public Procurement Policy for Micro & Small Enterprises.,
C469,Skill Loan Scheme,central,Any,18,Any,Any,Any,Any,Any,Student,Any,Any,A Skill loan scheme by Ministry of Skill Development and Entrepreneurship to provide loan upto Rs. 1/50/000 to student who has secured admission in a course run by Industrial Training Institutes (ITIs)/ Polytechnics or in a school recognized by Central or State education Boards or in a college affil,
C470,Solar Energy Corporation of India (SECI) Internship,central,Any,Any,Any,Any,Any,Any,Any,Student,Any,Graduate,The SECI Internship Policy is designed to provide practical experience to students in the renewable energy sector. The program aims to give interns exposure to SECI's various divisions/ helping them understand the renewable energy sector.,
C471,Special Credit Linked Capital Subsidy Scheme (SCLCSS) for Scheduled Caste/Scheduled Tribe,central,Any,Any,Any,Any,Any,Any,Any,Self-employed,Any,Any,Special Credit Linked Capital Subsidy Scheme (SCLCSS) for Scheduled Caste / Scheduled scheme aims to facilitate capital subsidy to SC/ST MSEs for purchasing of plant & machinery/equipment through institutional finance (bank loan).,
C472,Stand-Up India,central,Any,18,Any,Any,Any,Any,Any,Self-employed,Any,Secondary,A scheme by Ministry of Finance for financing SC/ST and  Women Entrepreneurs by facilitating bank loans for setting up a greenfield project  Enterprise in manufacturing/ services/ trading sector and activities allied to agriculture.,
C473,Star College Scheme For Strengthening Of Science Education And Training At Undergraduate Level,central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Any,The Dept. of Biotechnology has launched "Star College Scheme for Strengthening of Science Education and Training at Undergraduate Level" for improving critical thinking and 'hands-on' experimental work at the undergraduate (college) level in sciences.,
C474,Startup India Seed Fund Scheme- For Incubators,central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Any,The scheme “Startup India Seed Fund Scheme (SISFS)” was launched by the DPIIT on 19th April 2021 to provide financial assistance to startups for proof of concept/ prototype development/ product trials/ market-entry/ and commercialization.,
C475,Startup India Seed Fund Scheme- For Startups,central,Any,Any,Any,Any,Any,Any,Any,Self-employed,Any,Any,The scheme “Startup India Seed Fund Scheme (SISFS)” was launched by the DPIIT on 19th April 2021 with an outlay of INR 945 Crore to provide financial assistance to startups for Proof of Concept/ prototype development/ product trials/ market-entry/ and commercialization.,
C476,Student Internship Programme,central,Any,Any,Any,Any,Any,Any,Any,Student,Any,Any,The Student Internship Program/ a unique learning opportunity aims to provide the Interns exposure to the functioning of the CAG of India and the Indian Audit & Accounts Department.,
C477,Students Ready,central,Any,Any,Any,Any,Any,Any,Any,Student,Any,Graduate,The Student Rural Entrepreneurship Awareness Development Yojana (READY)  was launched by Hon'ble Prime Minister on 25 July 2015.,
C478,Sub-mission On Agriculture Mechanization,central,Any,Any,Any,Any,Any,Any,Any,Farmer,Any,Any,The Sub-Mission on Agricultural Mechanization was launched in 2014-15 by the Ministry of Agriculture and Farmers’ Welfare.,
C479,Sub-mission on Breed Development of Livestock and Poultry,central,Any,Any,Any,Any,Any,Any,Any,Farmer,Any,Any,The Department of Animal Husbandry & Dairying introduced the National Livestock Mission as umbrella scheme. The "Sub-mission on Breed Development of Livestock and Poultry" is the realigned National Livestock Mission/ which is the scheme's sub-mission.,
C480,Summer Internship Programme (PRL),central,Any,Any,Any,Any,Any,Any,Any,Student,Any,Graduate,The Physical Research Laboratory (PRL) Summer Internship Programme aims to provide a platform for highly motivated students & teachers to interact with PRL’s scientists/ gaining exposure to the lab’s research areas and facilities. Participants will work on projects in fundamental science/ technology,
C481,Summer Internship Scheme Of DGFT,central,Any,Any,Any,Any,Any,Any,Any,Student,Any,Graduate,The Summer Internship Scheme by the Directorate General of Foreign Trade is for the interaction of the officers of the Directorate with young scholars and researchers with brilliant academic backgrounds from reputed academic institutions pursuing Studies/Research in Public Policy/Economics/Law etc.,
C482,Supporting Community Radio Movement in India,central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Any,The GOI has a policy for grant of License to eligible organisations for setting up of Community Radio Stations. To support the Sector/ the Scheme provides financial assistance once the Community Radio is made operational by eligible organisation. The Scheme also has components for capacity building.,
C483,Surakshit Matritva Aashwasan Yojana,central,Any,Any,Any,Any,Any,Female,Any,Any,Any,Any,SUMAN Yojana is a maternity benefit initiative by MoH&FW. This program provides affordable and quality healthcare solutions to pregnant women and newborns. The scheme provides zero expense access up to six months after delivery. Upto antenatal check-ups during the 1st trimester are provided.,
C484,Swachh Bharat Mission (Grameen) Phase II,central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Any,A sanitation scheme for Visual cleanliness through Open Defecation Free (ODF) sustainability and effective management of solid and liquid waste in villages.,
C485,Swachh Bharat Mission – Grameen PHASE I,central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Any,The scheme aims to eliminate open defecation and improve rural sanitation by supporting toilet construction and promoting usage among poor and marginalized rural households.,
C486,Swachh Bharat Mission – Urban 2.0,central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Any,A sanitation scheme for the construction of Individual Household Latrines (IHHL) for urban households.,
C487,Swami Vivekananda Single Girl Child Fellowship for Research in Social Sciences,central,Any,Any,40,Any,Any,Female,Any,Student,Any,Postgraduate,A fellowship scheme by the University Grants Commission (UGC) for Single Girl Child for research in Social Sciences with an aim to compensate for direct costs of higher education/ especially for such girls who happen to be the only girl child in their family.,
C488,Swarnajayanti Fellowships Scheme,central,Any,30,40,Any,Any,Any,Any,Student,Any,Postgraduate,Under this scheme/ a selected number of young scientists/ with proven track record/ are provided special assistance and support to enable them to pursue basic research in frontier areas of science and technology.,
C489,Swatantrata Sainik Samman Pension Scheme,central,Any,Any,Any,Any,Any,Any,Any,Retired,Any,Any,Launched on 15th August 1972/ "Swatantrata Sainik Samman Pension Scheme" is a Pension Scheme by the Ministry of Home Affairs. The scheme provides the grant of pension to living freedom fighters and their families; if they are no more alive/ and to the families or martyrs.,
C490,TEC Internship Scheme,central,Any,Any,Any,Any,Any,Any,Any,Student,Any,Graduate,The ‘TEC Internship Scheme’ intends to engage 25 Interns in order to study/formulate/operationalize/assess various works/projects/policies etc. The internship will provide an opportunity for young scholars to contribute to the TEC work and have insight into the related technical work.,
C491,Tagore National Fellowship for Cultural Research,central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Postgraduate,The Scheme has been introduced to invigorate and revitalize the various institutions under the Ministry of Culture and other identified cultural institutions in the country/ by encouraging Fellows/academicians to affiliate themselves with these institutions to work on projects of mutual interest.,
C492,Tagore National Scholarship for Cultural Research,central,Any,25,35,Any,Any,Any,Any,Student,Any,Graduate,The Scheme has been introduced to invigorate and revitalize the various institutions under the Ministry of Culture and other identified cultural institutions in the country/ by encouraging Scholars/academicians to affiliate themselves with these institutions to work on projects of mutual interest.,
C493,Tea Development and Promotion Scheme (TDPS): Plantation Development for Small Tea Growers (PDSTG): Mechanization for Individual Small Growers,central,Any,Any,Any,Any,Any,Any,Any,Farmer,Any,Any,The objective of this component is to increase the production/ productivity and quality of tea/ overall development of small tea growers to help them move up in the value chain/ sustainability of production by promoting organic tea cultivation& climate resilient tea and to make them self-reliant.,
C494,Teachers Associateship for Research Excellence,central,Any,Any,45,Any,Any,Any,Any,Any,Any,Postgraduate,The scheme “Teachers Associateship for Research Excellence (TARE)” was launched by Science & Engineering Research Board/ Department of Science & Technology/ Government of India which aims to facilitate mobility of faculty members working in State Universities /Colleges/Private Academic institutions.,
C495,Technology Development And Utilization Programme For Women,central,Any,Any,Any,Any,Any,Female,Any,Self-employed,Any,Any,In order to meet the specific needs of women and to enhance the contribution of women towards technology capability building/ the “Technology Development & Utilization Programme for Women (TDUPW)” has been formulated by the Department of Scientific and Industrial Research (DSIR).,
C496,Technology Development Fund (TDF) Scheme,central,Any,Any,Any,Any,Any,Any,Any,Self-employed,Any,Any,Technology Development Fund (TDF) has been established to promote self-reliance in Defence Technology as a part of the 'Make in India' initiative.,
C497,Telecom Technology Development Fund,central,Any,Any,Any,Any,Any,Any,Any,Self-employed,Any,Any,The Telecom Technology Development Fund Scheme (hereinafter referred to as ‘Scheme’) has been notified for domestic companies and institutions involved in technology design/ development/ commercialization of telecommunication products and solutions to enable affordable broadband and mobile services.,
C498,Tenzing Norgay National Adventure Award,central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Any,MYAS confers the Tenzing Norgay National Adventure Award in order to recognize the achievements of persons associated with the field of adventure and to encourage young people to develop the spirit of endurance/ risk-taking/ cooperative teamwork/ and quick/ ready/ and effective reflexes.,
C499,Testing Fee Reimbursement Scheme,central,Any,Any,Any,Any,Any,Any,Any,Self-employed,Any,Any,Testing Fee Reimbursement Scheme for Scheduled Caste / Scheduled Tribe is a sub scheme under National Scheduled Caste and Scheduled Tribe Hub (NSSH) scheme.,
C500,The Inland Waterways Authority of India Internship Scheme,central,Any,Any,Any,Any,Any,Any,Any,Student,Any,Graduate,The purpose of this scheme is to provide with Selected Candidates” short term exposure to different verticals/ divisions/ units of IWAI as “Interns”. An intern may be required to work at Head Office or Project Office depending upon the requirement of the Authority.,
